ashtetl-1|אָטיג איז דער װעג, װאס פיהרט אין „שטעדטעל" אַרײן.|אָטיג איז דער װעג, װאס פיהרט אין „שטעדטעל" אַרײן.
ashtetl-1467|בײ דער בּלה פון בײדע זײטען הינדעלע א'ון יטהיל:ע : בײדע עפּעס אנגעשהון און אַזעלכע מיני רונדיגע.|בײ דער בּלה פון בײדע זײטען הינדעלע א'ון יטהיל:ע : בײדע עפּעס אנגעשהון און אַזעלכע מיני רונדיגע.
ashtetl-1468|קלײנע קאַפּעלושלער.|קלײנע קאַפּעלושלער.
ashtetl-1469|געפלאכטען פון זי װאַרטע שטרױ און בעפּוצט מיט שװאַרצע קאראנקעס.|געפלאכטען פון זי װאַרטע שטרױ און בעפּוצט מיט שװאַרצע קאראנקעס.
ashtetl-1470|..אַרױפגעזעצט" אױף די שפּיץ קעפּ און אַזעלכע מיני פעדערן.|..אַרױפגעזעצט" אױף די שפּיץ קעפּ און אַזעלכע מיני פעדערן.
ashtetl-1471|עפּעס גלגולים פון אַמאליגיע פאַרצײטישע מאדעס...|עפּעס גלגולים פון אַמאליגיע פאַרצײטישע מאדעס...
ashtetl-1472|הינדעלע האט די לאקען פון שײטעל אױסגעפרעסט און אױסגעלאקט ..פּא װאַרשאַװסקיא".|הינדעלע האט די לאקען פון שײטעל אױסגעפרעסט און אױסגעלאקט ..פּא װאַרשאַװסקיא".
ashtetl-1473|פערװארפען און דרײ שפּיצען אױפן הױכען.|פערװארפען און דרײ שפּיצען אױפן הױכען.
ashtetl-1474|גלאַנצענדוגען שטערן.|גלאַנצענדוגען שטערן.
ashtetl-1475|מיט די גאלדערע 'אױרינגען.|מיט די גאלדערע 'אױרינגען.
ashtetl-1476|און הײנטמאדישע קײטלעך מיט דנ קאליעס אױף דן העלזער — מתּנות פון זײער כּלה-צײט.|און הײנטמאדישע קײטלעך מיט דנ קאליעס אױף דן העלזער — מתּנות פון זײער כּלה-צײט.
ashtetl-1477|װען מען ה'אט זײ גחאַט געפיהרט ..אין מיטען װעג".|װען מען ה'אט זײ גחאַט געפיהרט ..אין מיטען װעג".
ashtetl-1478|האבען זײ זנר דערמאהנט אין זײער צײט — און האבען מיט די קעפּ צוגעשאקעלט...|האבען זײ זנר דערמאהנט אין זײער צײט — און האבען מיט די קעפּ צוגעשאקעלט...
ashtetl-1479|די מיחותנת'טע מלבּ'לה איז געזיעסען צװישען די מוהמנעס װעלכע איז די בלױע ש'בתידיגע זײדענע הױבען מיט די בענדער איז די טערקיש'ע שאַלעזן זעגען געזעס'ען שטיל: די.|די מיחותנת'טע מלבּ'לה איז געזיעסען צװישען די מוהמנעס װעלכע איז די בלױע ש'בתידיגע זײדענע הױבען מיט די בענדער איז די טערקיש'ע שאַלעזן זעגען געזעס'ען שטיל: די.
ashtetl-1480|דאַרע פערלײגטע ליפּען אַ'ריבעדגעצױגען איבער די נישט צעהענדיגע זשאסליעס און ה בען פאַר גרױס גדולה אַ װארט מורא געהאַט אױסצורעדען.|דאַרע פערלײגטע ליפּען אַ'ריבעדגעצױגען איבער די נישט צעהענדיגע זשאסליעס און ה בען פאַר גרױס גדולה אַ װארט מורא געהאַט אױסצורעדען.
ashtetl-1481|און די מחותנתיטע מיט אַ פולער שע'רץ לעקעך האט זײ יעדעס מאל פערשטופּט מיט עפּעס אַנדערש די מײלער.|און די מחותנתיטע מיט אַ פולער שע'רץ לעקעך האט זײ יעדעס מאל פערשטופּט מיט עפּעס אַנדערש די מײלער.
ashtetl-1482|און די כּלה.|און די כּלה.
ashtetl-1483|די בּלה אַלײן.|די בּלה אַלײן.
ashtetl-1484|איז זיך געזעסען צװיע ן ומילען און הינדעלען.|איז זיך געזעסען צװיע ן ומילען און הינדעלען.
ashtetl-1485|שין איז אַ הײגטמיאידישען עאַפּעלוש א.ן די|שין איז אַ הײגטמיאידישען עאַפּעלוש א.ן די
ashtetl-1486|מעפּ שױן אין אַ קױלעש פערלעגט, רױט-טױט און האָט נעבעך נישט געװוּסט װוּ די אױגען אַהינטון.|מעפּ שױן אין אַ קױלעש פערלעגט, רױט-טױט און האָט נעבעך נישט געװוּסט װוּ די אױגען אַהינטון.
ashtetl-1487|הינדה'לע האָט איהר אָנגעזאָגט, און אָנגעזאָגט, װי זי זאָל זיך פזרען „אנשטענדיק", װי זי זאָל דאַנקען, אַז ען װעט איהר חתימדגעלד געבען, און װי זי זאָל ענטפערען די מחותמ'טע, אַז מען װעט זי עפּעס פרעגען, און „רעה" יטה'לע האָט אַלע מאָל שטעכענדיק צו היה'ען די אױגען אַהינגעװאָרפען.|הינדה'לע האָט איהר אָנגעזאָגט, און אָנגעזאָגט, װי זי זאָל זיך פזרען „אנשטענדיק", װי זי זאָל דאַנקען, אַז ען װעט איהר חתימדגעלד געבען, און װי זי זאָל ענטפערען די מחותמ'טע, אַז מען װעט זי עפּעס פרעגען, און „רעה" יטה'לע האָט אַלע מאָל שטעכענדיק צו היה'ען די אױגען אַהינגעװאָרפען.
ashtetl-1488|צו װײזען זיך פאַד די מותנים האָט מען מיטגענומען די לאָװי מער רבי'צען, אַן אַלטע מוהמע, אַ יודענע מיט אַן אָבגעגאָלטען קאָפּ װי אַ עפּס, אין אַ קאָפּקע, און אַ ברײט קלײד מיט אַ שפּאָר קשעלע פון הינטען..|צו װײזען זיך פאַד די מותנים האָט מען מיטגענומען די לאָװי מער רבי'צען, אַן אַלטע מוהמע, אַ יודענע מיט אַן אָבגעגאָלטען קאָפּ װי אַ עפּס, אין אַ קאָפּקע, און אַ ברײט קלײד מיט אַ שפּאָר קשעלע פון הינטען..
ashtetl-1489|אױ װעה!|אױ װעה!
ashtetl-1490|די ירענע האָט געטון אָהן דין.|די ירענע האָט געטון אָהן דין.
ashtetl-1491|קודם-כל האָט זי אָנגעומען דאָס װײבערישע יודעל, װאָס האָט זיך אױך מיטגעכאַפּט מיט די מהר װײבער, צװישען די אַלטע מוהמעס, דאָס האַרץ זיך צו דערכאַפּען — און אַראָבגעװאָרפש איהם פון װאָגען (פאַר איהר איז ער נאָך גענוג מאַנספּערשױן).|קודם-כל האָט זי אָנגעומען דאָס װײבערישע יודעל, װאָס האָט זיך אױך מיטגעכאַפּט מיט די מהר װײבער, צװישען די אַלטע מוהמעס, דאָס האַרץ זיך צו דערכאַפּען — און אַראָבגעװאָרפש איהם פון װאָגען (פאַר איהר איז ער נאָך גענוג מאַנספּערשױן).
ashtetl-1492|דערנאָך האָט זי די גאַנצע צײט די כלה אין אױער עפּעס אײנגערױמט און אָנגעזאָגט איהר, אַז דאָ מײדעל נעבעך איז װי אַ פלאַם פײער רױט געװאָרען פאר בושה — — דאָס װײברישע יודעל איז אַ שפּאָר שטיקעל װעג נאָך דעד פרד נאָכגעלאָפען, דערנאָך, אַז די לאָװיטשער רבי'צען האָט אַזױ לאַע געשאָקעלט מיט איהר אָבגעגאָלטע גאָמבע ביז זי איז אַנדדימעלט געװאָרען, האָט ער זיך פון הינטען-אױס אױפגעכאַפּט, אַרײנגעשטעקט אין װאָגען אַרײן דאָס פיער-קאַנטינע, געקנײטשטע שבה'דיגע צילינדעריל און אַזױ אָנהאַלטענדיק זיך אין די לײסטען פון װאָגען, איז ער אײנגעדרימעלט געװאָרען, און דאָס צילינדעריל האָט די לאָװיטשער רבי'צען אױף אַלעס צוגעשאָקעלט...|דערנאָך האָט זי די גאַנצע צײט די כלה אין אױער עפּעס אײנגערױמט און אָנגעזאָגט איהר, אַז דאָ מײדעל נעבעך איז װי אַ פלאַם פײער רױט געװאָרען פאר בושה — — דאָס װײברישע יודעל איז אַ שפּאָר שטיקעל װעג נאָך דעד פרד נאָכגעלאָפען, דערנאָך, אַז די לאָװיטשער רבי'צען האָט אַזױ לאַע געשאָקעלט מיט איהר אָבגעגאָלטע גאָמבע ביז זי איז אַנדדימעלט געװאָרען, האָט ער זיך פון הינטען-אױס אױפגעכאַפּט, אַרײנגעשטעקט אין װאָגען אַרײן דאָס פיער-קאַנטינע, געקנײטשטע שבה'דיגע צילינדעריל און אַזױ אָנהאַלטענדיק זיך אין די לײסטען פון װאָגען, איז ער אײנגעדרימעלט געװאָרען, און דאָס צילינדעריל האָט די לאָװיטשער רבי'צען אױף אַלעס צוגעשאָקעלט...
ashtetl-1493|אַזױ זײנען די פוהרען אָנגעקומען צופאָהרען צו דער קרעטשמע.|אַזױ זײנען די פוהרען אָנגעקומען צופאָהרען צו דער קרעטשמע.
ashtetl-1494|די ידישע קרעטשמע איז געשטאַנען צװישען צװײ װעגען, װאָס שײדען זיך און געהען אָב אין פערשיעדענע צװײ שטעדט פון צורי טבערנשס, װאָס אין יעדער פון זײ געפינט זיך אַ רבי.|די ידישע קרעטשמע איז געשטאַנען צװישען צװײ װעגען, װאָס שײדען זיך און געהען אָב אין פערשיעדענע צװײ שטעדט פון צורי טבערנשס, װאָס אין יעדער פון זײ געפינט זיך אַ רבי.
ashtetl-1495|חסם מיט פּעקלעך אױף די פּלײצעס, מיט די שטעקלעך אין די הענד טהיר שן זיך ה, און געהען צװישען די גרינע גרעזער אין די צװײ װ מעז, און שיסען זיך אַריבער שטײנער פון אײן װעג צום צװײטען.|חסם מיט פּעקלעך אױף די פּלײצעס, מיט די שטעקלעך אין די הענד טהיר שן זיך ה, און געהען צװישען די גרינע גרעזער אין די צװײ װ מעז, און שיסען זיך אַריבער שטײנער פון אײן װעג צום צװײטען.
ashtetl-1496|—חי, ד װאָס געהען אין די מדינות, קומען אָן פון בײדע זײטע|—חי, ד װאָס געהען אין די מדינות, קומען אָן פון בײדע זײטע
ashtetl-1497|װעג פון פערשיעדענע שטעדט און שטײ,גען אָ'ב א ין קרעטשמע.|װעג פון פערשיעדענע שטעדט און שטײ,גען אָ'ב א ין קרעטשמע.
ashtetl-1498|אױף דאַכט-לעגער.|אױף דאַכט-לעגער.
ashtetl-1499|אן דעם „מ.ר:אקט" א ין ד.אָאַ בעגז'ונדער שטיבעל פאַר זי י, װאָס אין דעם שטיבעל געפינען זײך װאַנצען און אנדערע קל י ינע װערימלע,ך...|אן דעם „מ.ר:אקט" א ין ד.אָאַ בעגז'ונדער שטיבעל פאַר זי י, װאָס אין דעם שטיבעל געפינען זײך װאַנצען און אנדערע קל י ינע װערימלע,ך...
